본분교,국공사립,학위과정유형,주야간,전공계열,전공_소분류_코드,전공_세분류_코드,학교유형,학교소재지역,성별,연령,취업여부
1,1,3,1,4,150,2380,2,2,1,26,1
1,1,3,1,4,150,2418,2,13,2,25,1
1,3,3,1,4,150,2387,2,13,1,28,0
1,1,3,1,4,150,2401,2,12,1,26,0
1,1,3,1,4,150,2382,2,16,2,26,1
1,3,3,1,4,151,2427,2,1,1,30,1
1,3,3,1,4,151,2436,2,8,2,23,1
1,3,3,1,4,151,2425,2,8,2,24,1
1,3,3,1,4,151,2425,2,8,1,27,1
1,3,3,1,4,151,2442,2,8,1,27,1
1,3,3,1,4,151,2442,2,8,1,29,1
1,3,3,1,4,151,2450,2,4,1,26,1
3,3,3,1,4,151,2431,2,11,1,25,1
3,3,3,1,4,151,2431,2,11,1,26,1
1,3,3,1,4,151,2431,2,11,1,26,0
1,3,3,1,4,151,2451,2,11,2,24,1
1,3,3,1,4,151,2432,2,11,1,26,1
1,3,3,1,4,151,2438,2,10,2,24,0
1,1,3,1,4,151,2431,2,14,1,23,0
1,3,3,1,4,151,2422,2,14,1,25,1
1,1,3,1,4,151,2440,2,3,1,29,1
1,3,3,1,4,151,2423,2,2,1,26,0
1,3,3,1,4,151,2428,2,2,1,25,1
1,3,3,1,4,151,2429,2,6,1,28,0
1,1,3,1,4,151,2422,2,12,1,26,1
1,3,3,1,4,152,2485,2,1,2,27,1
1,3,3,1,4,152,2481,2,1,2,25,0
1,3,3,1,4,152,2472,2,1,1,28,0
1,3,3,1,4,152,2462,2,1,1,26,1
1,3,3,1,4,152,2479,2,9,1,26,1
1,3,3,1,4,152,2483,2,9,1,26,1
1,3,3,1,4,152,2469,2,8,1,26,1
1,3,3,1,4,152,2486,2,8,2,24,1
1,1,3,1,4,152,2460,2,4,1,28,1
1,1,3,1,4,152,2469,2,4,2,23,0
1,1,3,1,4,152,2469,2,4,1,27,1
2,3,3,1,4,152,2492,2,17,1,26,1
3,3,3,1,4,152,2482,2,17,2,24,1
1,1,3,1,4,152,2461,2,11,1,23,1
1,3,3,1,4,152,2474,2,11,1,26,1
1,3,3,1,4,152,2474,2,11,1,27,0
1,3,3,1,4,152,2500,2,11,1,26,1
1,3,3,1,4,152,2514,2,10,1,25,1
1,1,3,1,4,152,2469,2,15,1,26,1
2,3,3,1,4,152,2469,2,14,1,26,1
1,3,3,1,4,152,2518,2,2,1,27,1
1,3,3,1,4,152,2487,2,2,2,24,0
1,1,3,1,4,152,2460,2,12,1,26,1
1,1,3,1,4,152,2476,2,12,1,23,0
1,1,3,1,4,152,2496,2,12,1,25,1
1,1,3,1,4,152,2510,2,12,1,39,1
1,3,3,1,4,152,2469,2,12,1,24,0
1,1,3,1,4,153,2535,2,1,2,24,0
1,3,3,1,4,153,2528,2,1,2,26,1
1,3,3,1,4,153,2521,2,1,1,28,1
1,3,3,1,4,153,2524,2,1,2,26,1
1,3,3,1,4,153,2540,2,1,2,27,0
1,3,3,1,4,153,2538,2,1,2,26,1
1,3,3,1,4,153,2521,2,9,2,25,1
1,3,3,1,4,153,2522,2,8,2,23,1
1,3,3,1,4,153,2524,2,8,1,28,1
1,3,3,1,4,153,2524,2,8,1,26,1
1,3,3,1,4,153,2521,2,5,1,27,0
1,1,3,1,4,153,2521,2,10,1,26,0
1,1,1,2,4,153,2521,2,14,1,23,0
1,1,3,1,4,153,2524,2,6,1,27,1
1,1,3,2,4,153,2534,2,13,1,30,1
1,3,3,1,4,154,2553,2,1,1,27,1
1,3,3,1,4,154,2549,2,1,1,25,1
1,3,3,1,4,154,2549,2,1,1,26,0
1,3,3,1,4,154,2553,2,1,1,28,1
1,3,3,1,4,154,2559,2,1,1,28,1
1,3,3,1,4,154,2559,2,1,2,25,1
1,3,3,1,4,154,2554,2,1,1,25,1
1,3,3,1,4,154,2553,2,1,2,25,0
1,3,3,1,4,154,2551,2,1,1,29,0
1,3,3,1,4,154,2551,2,1,2,28,0
1,3,3,1,4,154,2571,2,1,1,27,1
1,1,3,1,4,154,2549,2,1,1,26,0
1,1,3,1,4,154,2553,2,9,1,26,1
1,3,3,1,4,154,2560,2,9,1,26,1
1,3,3,1,4,154,2553,2,8,2,23,0
1,3,3,1,4,154,2553,2,8,2,24,0
1,1,3,2,4,154,2546,2,8,1,26,0
1,1,3,1,4,154,2543,2,4,1,26,1
1,1,3,1,4,154,2553,2,4,1,29,0
1,3,3,1,4,154,2556,2,4,1,28,0
1,3,3,1,4,154,2553,2,4,2,25,1
1,1,3,2,4,154,2553,2,4,1,35,1
1,1,3,1,4,154,2544,2,11,1,26,0
1,1,3,1,4,154,2555,2,11,2,25,1
1,1,3,1,4,154,2544,2,15,1,26,1
1,3,3,1,4,154,2553,2,14,1,26,1
1,3,3,1,4,154,2555,2,14,2,24,1
1,3,3,1,4,154,2555,2,14,2,25,1
1,3,3,1,4,154,2553,2,14,1,24,0
1,1,3,1,4,154,2553,2,3,1,25,0
1,1,3,1,4,154,2545,2,2,1,27,1
1,3,3,1,4,154,2555,2,7,1,26,1
1,1,3,1,4,154,2548,2,6,1,29,0
3,1,3,1,4,154,2549,2,13,1,27,0
1,1,3,1,4,154,2561,2,12,1,25,0
1,1,3,1,4,154,2564,2,12,1,25,1
1,1,3,1,4,155,2587,2,9,1,26,1
1,3,3,2,4,155,2581,2,8,1,26,1
1,3,3,1,4,155,2581,2,8,2,23,1
1,3,3,1,4,155,2581,2,8,1,27,1
1,4,3,1,4,155,2583,2,5,1,27,0
1,4,3,2,4,155,2589,2,5,1,28,1
1,4,3,2,4,155,2589,2,5,1,26,1
1,1,3,1,4,155,2581,2,4,2,23,1
1,1,3,1,4,155,2583,2,4,1,30,1
1,3,3,1,4,155,2591,2,11,1,27,1
1,3,3,1,4,155,2591,2,11,1,27,0
1,1,3,1,4,155,2581,2,15,1,26,0
1,3,3,1,4,155,2590,2,15,1,27,0
1,3,3,1,4,155,2590,2,15,1,25,0
1,3,3,1,4,155,2594,2,14,1,27,0
1,1,3,1,4,155,2593,2,2,1,26,0
1,1,3,1,4,155,2593,2,2,2,25,0
1,3,3,1,4,155,2581,2,2,1,27,1
1,1,3,1,4,155,2585,2,12,1,26,1
1,3,1,2,4,156,2624,2,1,1,44,1
2,3,3,1,4,156,2604,2,9,1,28,1
1,4,3,1,4,156,2601,2,5,1,28,1
1,1,3,1,4,156,2610,2,11,2,25,1
1,1,3,1,4,156,2610,2,11,2,24,0
1,3,3,1,4,156,2614,2,11,1,26,1
1,1,3,1,4,156,2601,2,10,1,25,1
1,1,3,2,4,156,2601,2,10,2,27,1
1,3,3,1,4,156,2605,2,14,1,27,1
1,1,3,1,4,156,2596,2,2,1,28,1
1,1,3,1,4,156,2599,2,2,1,26,1
1,1,3,1,4,156,2601,2,2,1,27,1
1,3,3,1,4,156,2619,2,2,1,26,1
1,3,3,1,4,156,2626,2,6,1,26,1
1,3,3,1,4,157,2632,2,1,1,24,1
1,3,3,1,4,157,2639,2,1,1,23,0
1,3,3,1,4,157,2635,2,1,1,26,0
1,3,3,1,4,157,2633,2,14,2,76,0
1,3,3,1,4,157,2640,2,14,1,28,1
1,1,3,1,4,157,2638,2,2,1,29,0
1,1,3,1,4,157,2638,2,2,1,24,0
1,1,3,1,4,157,2638,2,2,2,25,1
1,1,3,1,4,157,2633,2,6,1,27,1
1,1,3,1,4,157,2633,2,6,1,27,1
1,1,3,1,4,157,2633,2,6,2,28,1
1,1,3,1,4,157,2633,2,6,2,26,1
1,3,3,1,5,158,2646,2,1,1,29,0
1,3,3,1,5,158,2651,2,1,2,25,0
1,1,3,1,5,158,2649,2,9,2,23,1
1,1,3,1,5,158,2643,2,10,2,23,0
1,1,3,1,5,158,2641,2,15,1,25,0
1,1,3,1,5,158,2641,2,15,2,24,0
1,1,3,1,5,158,2642,2,15,1,26,1
1,1,3,1,5,158,2644,2,15,1,29,1
1,1,3,1,5,158,2642,2,3,1,26,0
1,1,3,1,5,158,2642,2,3,1,26,1
1,1,3,1,5,159,2653,2,2,1,27,0
1,1,3,1,5,159,2653,2,2,1,26,0
1,1,3,1,5,159,2653,2,2,1,26,1
1,1,3,1,5,159,2653,2,2,1,27,1
1,1,3,1,5,159,2653,2,2,2,25,0
1,1,3,1,5,159,2652,2,12,1,24,1
1,3,3,1,5,160,2669,2,1,2,25,0
1,1,3,1,5,160,2657,2,9,1,25,0
1,1,3,1,5,160,2671,2,9,2,27,0
1,3,3,1,5,160,2654,2,9,1,26,1
1,3,3,1,5,160,2665,2,9,2,25,1
1,1,3,1,5,160,2655,2,10,1,26,0
1,3,3,1,5,160,2658,2,14,1,27,1
1,1,3,1,5,160,2659,2,3,2,24,1
1,4,3,1,5,161,2747,2,1,1,24,0
1,2,3,1,5,161,2679,2,1,1,27,0
1,3,3,1,5,161,2744,2,1,1,28,0
1,3,3,1,5,161,2688,2,1,1,27,0
1,3,3,1,5,161,2679,2,1,1,26,1
1,3,3,1,5,161,2691,2,1,2,23,1
1,3,3,1,5,161,2678,2,1,1,27,0
1,3,3,1,5,161,2679,2,1,2,26,1
1,3,3,1,5,161,2676,2,1,1,29,1
1,1,3,1,5,161,2718,2,9,2,25,0
2,3,3,1,5,161,2715,2,9,2,26,0
1,1,3,1,5,161,2739,2,8,1,26,1
1,1,3,1,5,161,2740,2,8,2,26,1
1,3,3,1,5,161,2681,2,8,1,27,0
1,3,3,1,5,161,2679,2,8,1,26,1
1,3,3,1,5,161,2676,2,5,1,26,0
1,3,3,1,5,161,2676,2,5,2,25,0
1,1,3,1,5,161,2722,2,4,1,27,1
1,3,3,1,5,161,2680,2,4,2,24,0
1,3,3,1,5,161,2749,2,4,2,23,0
1,6,3,1,5,161,2684,2,4,1,24,1
1,1,3,1,5,161,2679,2,11,1,26,1
1,3,3,1,5,161,2704,2,11,2,26,1
1,1,3,1,5,161,2685,2,15,1,28,0
1,1,3,1,5,161,2701,2,15,1,30,1
1,3,3,1,5,161,2697,2,15,1,26,1
1,3,3,1,5,161,2725,2,14,1,26,1
2,3,3,1,5,161,2678,2,14,1,27,0
1,3,3,1,5,161,2684,2,14,1,27,0
1,3,3,1,5,161,2694,2,14,2,26,1
1,1,3,1,5,161,2719,2,3,2,25,0
1,1,3,1,5,161,2714,2,2,2,25,1
1,3,3,1,5,161,2676,2,2,2,23,0
1,3,3,1,5,161,2709,2,2,2,24,1
1,1,3,1,5,161,2728,2,6,1,29,1
1,1,3,1,5,161,2701,2,12,1,26,0
1,3,3,1,5,161,2680,2,12,1,25,0
1,1,3,1,5,161,2692,2,16,1,26,0
1,4,3,1,5,162,2769,2,1,1,30,0
1,3,3,1,5,162,2786,2,1,2,24,0
1,3,3,1,5,162,2783,2,1,1,29,1
1,1,3,1,5,162,2777,2,8,1,27,1
1,1,3,1,5,162,2762,2,4,2,25,0
1,1,3,1,5,162,2768,2,4,2,25,0
1,1,3,1,5,162,2780,2,4,1,27,0
1,1,3,1,5,162,2757,2,10,2,25,1
1,1,3,1,5,162,2765,2,10,1,27,0
1,1,3,1,5,162,2772,2,10,2,23,0
1,1,3,1,5,162,2772,2,10,2,26,1
1,3,3,1,5,162,2789,2,10,1,26,1
1,1,3,1,5,162,2765,2,15,2,25,1
1,1,3,1,5,162,2765,2,15,2,23,0
1,1,3,1,5,162,2772,2,15,1,26,0
1,1,3,1,5,162,2772,2,15,2,23,0
1,3,3,1,5,162,2773,2,14,2,23,1
1,1,3,1,5,162,2776,2,3,1,27,0
1,1,3,1,5,162,2757,2,2,1,28,1
1,1,3,1,5,162,2757,2,2,2,24,0
1,1,3,1,5,162,2758,2,2,2,24,1
1,1,3,1,5,162,2767,2,6,2,25,0
1,1,3,1,5,162,2767,2,6,2,26,1
1,1,3,1,5,162,2772,2,13,1,26,1
1,1,3,1,5,162,2782,2,12,1,28,1
1,4,3,1,5,163,2791,2,1,1,26,1
1,3,3,1,5,163,2791,2,1,1,28,1
1,1,3,1,5,163,2791,2,9,1,27,1
1,1,3,1,5,163,2791,2,4,1,26,1
1,1,3,1,5,163,2792,2,11,2,25,1
1,1,3,1,5,163,2791,2,3,1,41,1
1,1,3,1,5,163,2791,2,6,1,30,1
1,3,3,1,5,164,2799,2,1,1,26,1
1,3,3,1,5,164,2808,2,1,1,28,1
1,3,3,1,5,164,2811,2,1,1,27,0
1,1,3,1,5,164,2798,2,9,1,25,1
1,1,3,1,5,164,2798,2,9,1,27,1
1,1,3,1,5,164,2803,2,9,2,24,1
1,1,3,1,5,164,2823,2,9,1,30,1
1,3,3,1,5,164,2836,2,8,1,24,0
1,1,3,1,5,164,2830,2,4,2,23,1
1,1,3,2,5,164,2834,2,11,1,55,1
3,3,3,1,5,164,2825,2,11,1,26,1
1,3,3,1,5,164,2837,2,10,1,26,1
1,1,3,1,5,164,2818,2,15,2,25,1
1,3,3,1,5,164,2803,2,14,1,27,1
1,1,3,1,5,164,2808,2,2,1,26,1
1,1,3,1,5,164,2808,2,2,1,28,0
1,3,3,1,5,164,2823,2,2,1,26,1
1,1,3,1,5,164,2813,2,13,1,26,0
1,1,3,1,5,164,2799,2,13,1,25,0
1,1,3,1,5,164,2809,2,12,2,24,0
1,1,3,1,5,164,2832,2,12,1,29,1
1,3,3,1,5,165,2841,2,1,1,27,0
1,3,3,1,5,165,2843,2,1,2,23,0
1,3,3,1,5,165,2843,2,1,1,27,1
1,3,3,1,5,165,2841,2,1,2,26,0
1,3,3,1,5,165,2843,2,1,2,24,0
1,3,3,1,5,165,2843,2,1,2,22,0
1,3,3,1,5,165,2843,2,1,1,26,0
1,3,3,1,5,165,2843,2,1,1,28,0
1,3,3,1,5,165,2843,2,1,2,25,1
1,1,3,1,5,165,2842,2,1,2,28,1
1,3,3,1,5,165,2843,2,9,2,24,0
1,4,3,1,5,165,2843,2,5,1,26,1
1,3,3,1,5,165,2843,2,4,1,28,1
1,6,3,1,5,165,2843,2,4,1,24,0
1,1,3,1,5,165,2843,2,11,2,24,0
1,3,3,1,5,165,2843,2,11,2,24,1
1,1,3,1,5,165,2843,2,10,1,27,0
1,1,3,1,5,165,2851,2,10,2,25,1
2,3,3,1,5,165,2857,2,10,2,24,0
1,1,3,1,5,165,2851,2,15,2,24,1
1,1,3,1,5,165,2843,2,15,1,25,0
1,3,3,1,5,165,2853,2,15,1,26,1
1,1,3,1,5,165,2841,2,14,1,26,0
1,3,3,1,5,165,2843,2,14,2,24,1
1,1,3,1,5,165,2843,2,3,2,26,1
1,1,3,1,5,165,2859,2,3,2,25,1
1,1,3,1,5,165,2850,2,2,1,26,0
1,3,3,1,5,165,2849,2,2,1,25,0
1,3,3,1,5,165,2843,2,2,1,28,1
1,3,3,1,5,165,2845,2,7,1,27,1
1,3,3,1,5,165,2845,2,7,2,24,0
1,1,3,1,5,165,2843,2,16,1,27,0
1,4,3,1,5,166,2864,2,1,2,25,1
1,3,3,1,5,166,2884,2,1,2,25,0
1,3,3,1,5,166,2885,2,1,1,28,1
1,3,3,1,5,166,2874,2,1,2,25,0
1,3,3,1,5,166,2888,2,1,1,27,1
1,3,3,1,5,166,2889,2,1,2,25,1
1,3,3,1,5,166,2870,2,1,2,24,1
1,1,3,1,5,166,2871,2,9,1,27,0
2,3,3,1,5,166,2870,2,9,1,29,0
2,3,3,1,5,166,2870,2,9,1,29,1
1,3,3,1,5,166,2904,2,8,2,25,0
1,4,3,1,5,166,2870,2,5,2,25,1
1,1,3,1,5,166,2868,2,11,1,26,1
1,1,3,1,5,166,2868,2,11,2,26,1
1,3,3,1,5,166,2876,2,11,1,26,1
1,3,3,1,5,166,2870,2,11,1,28,0
1,3,3,1,5,166,2870,2,11,2,23,1
1,1,3,1,5,166,2868,2,10,1,26,1
1,1,3,1,5,166,2868,2,10,1,26,1
1,1,3,1,5,166,2868,2,10,2,24,1
1,1,3,1,5,166,2870,2,14,1,28,0
1,3,3,1,5,166,2861,2,14,2,25,0
1,1,3,1,5,166,2886,2,3,1,27,0
1,3,3,1,5,166,2872,2,3,1,27,1
1,1,3,1,5,166,2868,2,2,1,26,0
1,1,3,1,5,166,2873,2,2,2,23,0
1,1,3,1,5,166,2868,2,2,1,26,0
1,1,3,1,5,166,2903,2,2,2,25,1
1,3,3,1,5,166,2868,2,2,2,24,0
1,3,3,1,5,166,2868,2,2,2,24,1
1,1,3,1,5,166,2868,2,13,1,26,1
1,1,3,1,5,166,2868,2,12,1,26,1
1,1,3,1,5,166,2894,2,12,1,29,0
1,4,3,1,5,167,2925,2,1,2,25,1
1,3,3,1,5,167,2917,2,1,1,29,1
1,3,3,1,5,167,2917,2,1,2,26,1
1,3,3,1,5,167,2919,2,1,2,26,1
1,3,3,1,5,167,2917,2,1,2,25,1
1,3,3,1,5,167,2909,2,1,1,28,1
1,3,3,1,5,167,2909,2,1,2,28,1
1,3,3,1,5,167,2910,2,1,2,24,1
1,3,3,1,5,167,2926,2,1,2,25,1
1,3,3,1,5,167,2916,2,5,2,25,0
1,3,3,1,5,167,2916,2,5,2,26,1
1,3,3,1,5,167,2916,2,5,2,24,1
1,1,3,1,5,167,2916,2,10,2,25,1
1,1,3,1,5,167,2919,2,10,2,24,1
1,3,3,1,5,167,2908,2,14,2,24,1
1,1,3,1,5,167,2917,2,2,2,26,0
1,1,3,1,5,168,2928,2,1,2,25,0
1,3,3,1,5,168,2935,2,1,2,26,1
1,3,3,1,5,168,2935,2,1,2,28,0
1,3,3,1,5,168,2930,2,1,1,34,1
1,3,3,1,5,168,2935,2,1,2,25,1
1,3,3,1,5,168,2935,2,1,2,24,0
1,3,3,1,5,168,2935,2,9,2,26,1
1,1,3,1,5,168,2935,2,4,1,26,0
1,3,3,1,5,168,2935,2,4,2,24,1
1,3,3,1,5,168,2935,2,4,2,23,1
1,3,3,1,5,168,2964,2,4,1,26,0
1,1,3,1,5,168,2930,2,10,1,27,1
1,1,3,1,5,168,2935,2,10,2,25,1
1,1,3,1,5,168,2928,2,10,1,25,1
1,1,3,1,5,168,2935,2,15,2,25,1
1,3,3,1,5,168,2951,2,15,1,23,1
1,3,3,1,5,168,2935,2,15,2,24,1
1,3,3,1,5,168,2952,2,14,1,26,1
1,3,3,1,5,168,2973,2,14,2,25,1
1,3,3,1,5,168,2935,2,14,1,26,1
1,3,3,1,5,168,2927,2,3,1,26,1
1,3,3,1,5,168,2927,2,3,2,27,0
1,1,3,1,5,168,2928,2,2,1,26,1
3,3,3,1,5,168,2947,2,2,1,27,1
1,3,3,1,5,168,2935,2,6,2,24,1
1,1,3,1,5,168,2935,2,12,2,25,1
1,3,3,1,5,169,2977,2,1,2,25,1
1,3,3,1,5,169,2977,2,1,2,25,1
1,3,3,1,5,169,2977,2,1,2,24,1
1,3,3,1,5,169,2979,2,1,2,28,1
1,3,3,1,5,169,2977,2,1,2,27,0
1,3,3,1,5,169,2985,2,10,1,27,1
1,1,3,1,5,169,2977,2,15,2,25,1
1,1,3,1,5,169,2977,2,6,2,25,0
1,1,3,1,5,169,2977,2,12,1,28,0
1,1,3,1,5,170,2988,2,9,2,25,0
1,3,3,1,5,170,2989,2,11,2,24,1
1,3,3,1,5,170,2987,2,10,2,24,0
1,6,3,1,5,170,2990,2,3,1,23,0
1,6,3,1,5,170,2990,2,3,1,24,1
1,6,3,1,5,170,2990,2,3,1,23,1
1,6,3,1,5,170,2990,2,3,2,24,0
1,6,3,1,5,170,2990,2,3,2,23,0
1,2,3,1,5,171,2992,2,1,1,26,1
1,3,3,1,5,171,2992,2,1,1,26,1
1,3,3,1,5,171,2992,2,1,2,28,1
1,3,3,1,5,171,2995,2,1,1,30,0
1,3,3,1,5,171,2992,2,1,1,25,1
1,3,3,1,5,171,2992,2,1,2,26,0
1,3,3,1,5,171,2992,2,1,1,26,0
1,3,3,1,5,171,2992,2,1,1,32,1
2,3,3,1,5,171,2996,2,8,1,26,1
1,1,3,1,5,171,2992,2,4,1,26,1
1,1,3,1,5,171,2992,2,4,2,25,1
1,6,3,1,5,171,2999,2,4,1,26,1
1,1,3,1,5,171,2992,2,15,2,25,1
1,1,3,1,5,171,2996,2,2,1,25,0
1,1,3,1,5,171,2996,2,2,2,24,0
1,3,3,1,5,171,2992,2,6,2,26,1
1,3,3,1,5,172,3007,2,1,1,29,1
1,3,3,1,5,172,3004,2,1,2,25,0
1,3,3,1,5,172,3007,2,1,1,28,1
1,3,3,1,5,172,3004,2,1,2,26,0
1,3,3,1,5,172,3007,2,1,2,26,1
1,3,3,1,5,172,3010,2,1,2,26,1
1,3,3,1,5,172,3002,2,1,1,28,0
1,3,3,1,5,172,3002,2,1,2,26,1
1,3,3,1,5,172,3008,2,1,2,27,1
1,3,3,1,5,172,3007,2,1,1,27,0
1,1,3,1,5,172,3004,2,9,1,26,1
1,1,3,1,5,172,3004,2,9,1,27,1
2,3,3,1,5,172,3005,2,9,2,25,0
1,3,3,1,5,172,3002,2,8,2,25,1
1,3,3,1,5,172,3004,2,8,2,27,1
1,3,3,1,5,172,3014,2,8,1,27,0
1,3,3,1,5,172,3002,2,8,1,26,1
1,3,3,1,5,172,3004,2,8,2,27,0
1,3,3,1,5,172,3007,2,5,2,24,0
1,1,3,1,5,172,3004,2,15,2,25,1
1,1,3,1,5,172,3007,2,15,1,27,1
1,1,3,1,5,172,3004,2,14,1,28,0
1,3,3,1,5,172,3003,2,14,1,25,0
1,3,3,1,5,172,3007,2,14,1,29,1
1,3,3,1,5,172,3007,2,14,2,23,1
1,1,3,1,5,172,3007,2,3,1,27,1
1,1,3,1,5,172,3007,2,6,1,27,1
1,1,3,1,5,172,3007,2,12,1,27,1
1,3,3,1,5,173,3026,2,1,1,30,1
1,3,3,1,5,173,3026,2,1,1,26,0
1,3,3,1,5,173,3020,2,1,1,26,0
1,3,3,1,5,173,3020,2,1,1,27,1
1,3,3,1,5,173,3020,2,1,1,26,0
1,1,3,1,5,173,3020,2,9,1,27,0
1,3,3,1,5,173,3027,2,9,1,27,0
2,3,3,1,5,173,3021,2,9,1,28,0
1,3,3,1,5,173,3023,2,8,1,27,1
1,3,3,1,5,173,3020,2,8,2,25,1
1,3,3,1,5,173,3020,2,8,1,26,0
1,3,3,1,5,173,3020,2,5,1,31,0
1,1,3,1,5,173,3020,2,4,1,27,0
1,1,3,1,5,173,3021,2,4,1,30,1
1,1,3,1,5,173,3020,2,10,1,28,1
1,3,3,1,5,173,3020,2,14,1,27,0
1,3,3,1,5,173,3020,2,14,1,29,0
1,3,3,1,5,173,3020,2,14,1,25,1
1,1,3,1,5,173,3017,2,12,1,26,0
1,3,3,1,5,174,3041,2,1,1,27,0
1,3,3,1,5,174,3041,2,1,1,27,1
1,1,3,1,5,174,3036,2,9,1,24,0
1,1,3,1,5,174,3039,2,4,2,25,1
1,1,3,1,5,174,3039,2,4,2,26,0
1,1,3,1,5,174,3041,2,10,1,26,1
1,1,3,1,5,174,3038,2,3,1,26,0
1,1,3,1,5,174,3036,2,2,1,25,0
1,1,3,1,5,174,3036,2,2,1,27,0
1,1,3,1,5,174,3036,2,2,1,26,1
1,1,3,1,5,174,3036,2,2,2,25,1
1,4,3,1,5,175,3044,2,1,1,29,1
1,4,3,1,5,175,3044,2,1,1,30,1
1,3,3,1,5,175,3044,2,1,1,28,1
1,3,3,1,5,175,3044,2,1,2,28,0
1,3,3,1,5,175,3044,2,1,2,25,1
1,1,3,1,5,175,3048,2,9,2,24,1
1,3,3,1,5,175,3052,2,5,1,29,0
1,1,3,1,5,175,3049,2,4,1,26,1
1,1,3,1,5,175,3044,2,11,1,26,0
1,1,3,1,5,175,3049,2,11,2,24,0
1,3,3,1,5,175,3053,2,11,1,27,1
1,1,3,1,5,175,3054,2,2,1,23,1
1,1,3,1,5,175,3049,2,2,1,29,0
1,1,3,1,5,175,3044,2,6,2,26,1
1,1,3,1,5,175,3044,2,6,2,25,1
1,1,3,1,5,175,3045,2,13,1,26,1
1,1,3,1,5,175,3045,2,13,2,24,0
1,1,3,1,5,175,3043,2,16,1,25,0
1,3,3,1,5,176,3059,2,1,2,24,0
2,3,3,1,5,176,3060,2,8,2,26,1
1,3,3,1,5,176,3057,2,11,2,39,1
2,3,3,1,5,176,3061,2,10,1,26,0
2,3,3,1,5,176,3061,2,10,2,25,1
2,3,3,1,5,176,3061,2,10,2,24,1
1,6,3,1,5,176,3058,2,7,1,23,0
1,6,3,1,5,176,3058,2,7,1,23,0
1,6,3,1,5,176,3058,2,7,1,24,0
1,3,3,1,6,177,3062,2,1,2,25,1
1,3,3,1,6,177,3064,2,6,2,23,1
1,3,3,1,6,177,3062,2,12,1,35,1
1,1,3,1,6,178,3068,2,9,2,24,1
1,1,3,1,6,178,3069,2,9,1,25,1
3,3,3,1,6,178,3068,2,11,2,24,1
1,3,3,1,6,178,3068,2,10,2,24,1
1,3,3,1,6,178,3068,2,14,2,24,1
1,3,3,1,6,178,3069,2,12,1,30,1
1,3,3,1,6,178,3068,2,12,2,23,1
1,3,3,1,6,179,3070,2,9,1,27,1
1,3,3,1,6,179,3070,2,9,1,27,1
1,3,3,1,6,179,3070,2,8,1,29,1
1,3,3,1,6,179,3070,2,10,1,26,1
1,3,3,1,6,179,3070,2,10,1,29,1
1,3,3,1,6,179,3070,2,13,1,33,1
1,3,3,1,6,179,3070,2,12,1,26,1
1,3,3,1,6,180,3071,2,1,2,24,0
1,3,3,1,6,180,3072,2,1,2,27,1
3,3,3,1,6,180,3071,2,9,2,25,1
1,3,3,1,6,180,3071,2,9,1,26,1
1,3,3,1,6,180,3071,2,9,2,25,1
3,3,4,2,6,180,3071,2,4,2,26,1
1,3,3,1,6,180,3071,2,4,1,26,1
1,3,3,1,6,180,3071,2,11,2,24,1
1,3,3,1,6,180,3071,2,11,2,24,1
1,3,3,1,6,180,3071,2,10,2,24,1
1,3,3,1,6,180,3071,2,10,2,24,1
1,3,3,1,6,180,3071,2,10,2,24,1
1,3,3,1,6,180,3071,2,15,2,24,1
1,3,3,1,6,180,3071,2,15,2,24,1
1,3,3,1,6,180,3071,2,14,2,23,1
1,1,3,1,6,180,3071,2,2,2,24,1
1,1,3,1,6,180,3071,2,2,2,23,1
3,3,4,2,6,180,3071,2,2,2,30,1
1,3,3,1,6,180,3071,2,6,2,23,1
1,3,3,1,6,180,3071,2,12,2,24,1
1,1,3,1,6,180,3071,2,16,2,24,1
1,4,3,1,6,181,3088,2,1,1,26,0
1,3,3,1,6,181,3084,2,1,2,24,1
1,3,3,1,6,181,3086,2,1,2,29,1
1,3,3,1,6,181,3079,2,1,2,26,1
1,3,3,1,6,181,3086,2,1,2,27,1
1,1,3,1,6,181,3079,2,9,1,27,1
1,3,3,1,6,181,3079,2,8,2,29,1
1,1,3,1,6,181,3079,2,4,1,33,1
1,3,3,1,6,181,3079,2,15,1,29,1
1,1,3,1,6,181,3086,2,13,1,33,1
1,3,3,1,6,181,3086,2,12,1,29,1
1,3,3,1,6,181,3084,2,12,1,26,0
1,3,3,1,6,182,3090,2,1,1,27,1
1,3,3,1,6,182,3095,2,1,2,24,1
1,3,3,1,6,182,3091,2,1,2,36,0
1,3,3,1,6,182,3095,2,9,2,27,0
2,3,3,1,6,182,3090,2,9,1,25,0
3,3,1,2,6,182,3095,2,8,2,29,1
1,3,3,1,6,182,3101,2,4,2,23,0
1,3,3,2,6,182,3091,2,15,1,28,1
1,3,3,1,6,182,3095,2,14,1,26,1
1,3,3,1,6,182,3098,2,14,1,26,1
1,3,3,1,6,182,3090,2,14,1,26,1
1,3,3,1,6,182,3095,2,14,1,26,1
1,3,3,1,6,182,3090,2,2,1,26,1
1,3,3,1,6,182,3093,2,2,1,27,0
1,3,3,1,6,182,3095,2,2,2,24,1
1,3,3,1,6,182,3090,2,12,1,25,1
1,3,3,1,6,183,3103,2,1,1,31,1
1,3,3,1,6,183,3109,2,8,2,25,0
1,3,3,1,6,183,3111,2,11,1,26,0
