연도,본분교,국공사립,학위과정유형,주야간,전공계열,전공_소분류_코드,전공_세분류_코드,학교유형,학교소재지역,성별,연령,취업여부
2018,1,3,3,1,6,184,4422,2,6,2,24,1
2018,1,3,3,1,6,184,4407,2,13,1,25,1
2018,1,3,3,1,6,184,4407,2,13,1,32,1
2018,1,3,3,1,6,184,4409,2,12,2,23,1
2018,1,3,3,1,6,184,4409,2,12,1,25,1
2018,1,3,3,1,6,185,4435,2,1,2,31,1
2018,1,3,3,1,6,185,4444,2,1,1,29,1
2018,1,3,3,1,6,185,4431,2,9,1,26,1
2018,1,3,3,1,6,185,4438,2,9,1,26,0
2018,1,3,3,1,6,185,4438,2,9,2,27,1
2018,1,3,3,1,6,185,4445,2,8,2,23,1
2018,3,3,3,1,6,185,4430,2,4,1,27,1
2018,3,3,3,1,6,185,4439,2,4,2,26,1
2018,3,3,3,1,6,185,4442,2,4,1,27,0
2018,1,1,3,1,6,185,4437,2,11,1,25,1
2018,1,1,3,1,6,185,4437,2,10,1,26,1
2018,1,3,3,1,6,185,4432,2,14,1,26,1
2018,1,3,3,1,6,185,4435,2,2,2,27,0
2018,3,1,3,1,6,185,4429,2,13,1,25,0
2018,1,1,3,1,7,186,4449,2,1,2,26,1
2018,1,1,3,1,7,186,4449,2,8,2,25,1
2018,1,1,3,1,7,186,4449,2,2,1,26,0
2018,1,1,3,1,7,186,4449,2,2,2,25,1
2018,1,3,3,1,7,187,4460,2,1,2,25,0
2018,1,3,3,1,7,187,4460,2,1,2,25,1
2018,1,3,3,1,7,187,4458,2,1,2,25,1
2018,1,3,3,1,7,187,4464,2,1,2,26,1
2018,1,3,3,1,7,187,4463,2,1,2,27,1
2018,2,3,3,1,7,187,4461,2,9,1,29,0
2018,1,3,3,1,7,187,4460,2,8,2,24,0
2018,3,3,3,1,7,187,4465,2,8,1,27,1
2018,3,3,3,1,7,187,4465,2,8,2,25,0
2018,3,3,3,1,7,187,4459,2,8,2,23,0
2018,1,1,3,1,7,187,4460,2,4,2,24,1
2018,1,3,3,1,7,187,4460,2,4,1,27,1
2018,3,3,3,1,7,187,4460,2,11,2,25,0
2018,3,3,3,1,7,187,4460,2,11,2,25,1
2018,1,3,3,1,7,187,4460,2,6,1,53,0
2018,1,3,3,1,7,188,4473,2,1,2,26,1
2018,1,3,3,1,7,188,4491,2,1,2,23,0
2018,1,3,3,1,7,188,4473,2,1,2,24,1
2018,1,3,3,1,7,188,4475,2,1,2,26,1
2018,1,3,3,1,7,188,4482,2,1,1,29,1
2018,2,3,3,1,7,188,4474,2,9,1,28,1
2018,1,3,3,1,7,188,4471,2,8,2,26,0
2018,1,3,3,1,7,188,4476,2,8,2,27,1
2018,1,3,3,1,7,188,4495,2,8,1,35,0
2018,1,3,3,1,7,188,4473,2,8,1,27,1
2018,1,3,3,1,7,188,4473,2,10,2,23,1
2018,1,3,3,1,7,188,4473,2,2,2,23,1
2018,1,3,3,1,7,188,4473,2,6,2,27,1
2018,1,3,3,1,7,189,4496,2,1,2,26,1
2018,1,3,3,1,7,189,4510,2,1,2,25,1
2018,1,3,3,1,7,189,4500,2,1,2,25,1
2018,1,3,3,1,7,189,4500,2,10,1,27,1
2018,1,3,3,1,7,189,4500,2,14,2,24,1
2018,1,3,3,1,7,189,4516,2,14,2,24,1
2018,1,1,3,1,7,189,4500,2,2,2,24,1
2018,1,3,3,1,7,190,4544,2,1,1,27,1
2018,1,3,3,1,7,190,4555,2,1,2,27,1
2018,1,3,3,1,7,190,4609,2,1,1,27,1
2018,1,3,3,1,7,190,4571,2,1,2,24,1
2018,1,3,3,1,7,190,4553,2,8,2,24,1
2018,2,3,3,1,7,190,4608,2,8,2,26,1
2018,1,3,3,1,7,190,4620,2,5,2,24,1
2018,1,3,3,1,7,190,4591,2,4,1,29,1
2018,1,3,3,1,7,190,4616,2,4,2,24,1
2018,1,3,3,1,7,190,4619,2,4,1,23,1
2018,1,1,3,1,7,190,4547,2,11,1,26,1
2018,1,3,3,1,7,190,4561,2,11,2,24,0
2018,2,3,3,1,7,190,4573,2,10,2,25,1
2018,1,3,3,1,7,190,4533,2,14,1,26,1
2018,1,3,3,1,7,190,4595,2,14,2,25,0
2018,1,1,3,1,7,190,4528,2,16,2,25,1
2018,1,3,3,1,7,191,4638,2,1,2,26,0
2018,1,1,3,1,7,191,4626,2,1,2,27,0
2018,1,3,3,1,7,191,4622,2,2,1,26,0
2018,1,3,3,1,7,192,4656,2,8,1,32,1
2018,1,1,3,1,7,192,4653,2,11,2,24,1
2018,1,3,3,1,7,192,4645,2,2,1,29,0
2018,1,3,3,1,7,192,4645,2,2,2,25,1
2018,1,3,3,1,7,192,4657,2,2,2,24,1
2018,1,3,3,1,7,193,4668,2,1,1,28,1
2018,1,3,3,1,7,193,4671,2,1,2,26,1
2018,1,3,3,1,7,193,4707,2,1,2,25,0
2018,1,3,3,1,7,193,4678,2,1,2,26,0
2018,3,3,3,1,7,193,4677,2,11,1,27,1
2018,3,3,3,1,7,193,4730,2,11,1,27,1
2018,1,3,3,1,7,193,4679,2,11,2,24,1
2018,1,3,3,1,7,193,4685,2,11,1,26,1
2018,1,3,3,1,7,193,4692,2,11,1,26,1
2018,1,3,3,1,7,193,4667,2,10,2,23,1
2018,1,3,3,1,7,193,4697,2,2,2,24,0
2018,1,3,3,1,7,193,4669,2,6,2,25,1
2018,1,3,3,1,7,193,4683,2,13,2,26,1
2018,1,3,3,1,7,194,4739,2,1,2,24,1
2018,2,3,3,1,7,194,4742,2,8,2,24,0
2018,1,3,3,1,7,194,4738,2,14,2,25,1
2018,1,1,3,1,7,195,4765,2,1,1,27,1
2018,1,1,3,1,7,195,4830,2,1,1,27,1
2018,1,1,3,1,7,195,4773,2,1,1,26,1
2018,1,3,3,1,7,195,4783,2,1,1,26,0
2018,1,3,3,1,7,195,4773,2,1,2,25,0
2018,1,3,3,1,7,195,4799,2,9,1,24,1
2018,1,3,3,1,7,195,4761,2,8,1,27,1
2018,1,3,3,1,7,195,4783,2,8,1,27,1
2018,1,3,3,1,7,195,4842,2,8,1,28,0
2018,1,3,3,1,7,195,4784,2,8,1,31,1
2018,1,3,3,1,7,195,4750,2,8,1,26,1
2018,1,3,3,1,7,195,4759,2,8,1,24,1
2018,1,4,3,1,7,195,4784,2,5,1,26,0
2018,1,1,3,1,7,195,4769,2,11,1,26,1
2018,1,3,3,1,7,195,4774,2,11,2,24,1
2018,1,3,3,1,7,195,4806,2,10,1,25,1
2018,1,3,3,1,7,195,4826,2,10,1,25,1
2018,1,3,3,1,7,195,4843,2,14,1,26,1
2018,1,3,3,1,7,195,4761,2,2,1,26,1
2018,1,3,3,1,7,195,4783,2,2,1,27,0
2018,1,3,3,1,7,195,4819,2,7,1,26,1
2018,1,1,3,1,7,195,4765,2,13,1,27,1
2018,1,3,3,1,7,195,4837,2,12,1,25,1
2018,1,3,3,1,7,195,4825,2,12,1,26,1
2018,1,4,3,1,7,196,4859,2,1,2,26,0
2018,1,3,3,1,7,196,4854,2,1,2,25,0
2018,1,3,3,1,7,196,4853,2,1,2,24,0
2018,1,3,3,1,7,196,4853,2,1,2,27,1
2018,1,3,3,1,7,196,4864,2,1,2,26,0
2018,1,3,3,1,7,196,4863,2,8,2,24,1
2018,1,3,3,1,7,196,4879,2,8,1,28,0
2018,1,3,3,1,7,196,4884,2,8,1,28,1
2018,1,3,3,1,7,196,4874,2,4,2,25,1
2018,3,3,3,1,7,196,4853,2,11,2,25,0
2018,1,3,3,1,7,196,4866,2,14,1,31,1
2018,1,1,3,1,7,196,4856,2,2,2,29,1
2018,1,3,3,1,7,198,4898,2,1,2,25,1
2018,1,1,3,2,7,198,4900,2,1,1,40,1
2018,1,3,3,1,7,198,4913,2,12,1,25,1
2018,1,3,3,1,7,199,4928,2,1,2,25,1
2018,1,3,3,1,7,199,4921,2,1,1,27,1
2018,1,3,3,1,7,199,4920,2,1,1,26,1
2018,1,3,3,1,7,199,4917,2,1,2,26,1
2018,1,3,3,1,7,199,4921,2,1,1,27,0
2018,1,3,3,1,7,199,4921,2,1,2,27,1
2018,1,3,3,1,7,199,4933,2,8,2,24,0
2018,1,3,3,1,7,200,4958,2,2,2,24,0
2018,1,3,3,1,7,200,4958,2,2,2,24,1
2018,1,3,3,1,7,200,4958,2,2,2,24,0
2018,1,3,3,1,7,200,4958,2,12,1,27,1
2018,1,4,3,1,7,201,4963,2,1,2,25,0
2018,1,4,3,1,7,201,4963,2,1,2,26,0
2018,1,3,3,1,7,201,4963,2,8,1,26,0
2018,1,3,3,1,7,201,4964,2,14,2,25,1
2018,1,3,3,1,7,202,4975,2,1,2,25,1
2018,1,3,3,1,7,202,4985,2,1,2,25,1
2018,1,3,3,1,7,202,4971,2,1,1,28,0
2018,1,3,3,1,7,202,4991,2,11,2,24,1
2018,1,3,3,1,7,203,4993,2,1,1,30,0
2018,1,3,3,1,7,203,4992,2,1,2,25,1
2018,1,3,3,1,7,203,4998,2,8,1,27,0
2018,1,3,3,1,7,203,4992,2,14,2,24,0
2018,3,3,3,1,7,205,5023,2,1,2,26,1
2018,1,3,3,1,7,205,5015,2,1,2,24,1
2018,1,3,3,1,7,205,5026,2,1,2,24,1
2018,1,3,3,1,7,205,5026,2,1,2,25,1
2018,1,3,3,1,7,205,5011,2,1,2,24,0
2018,1,3,3,1,7,205,5011,2,4,2,24,0
2018,1,3,3,1,7,205,5030,2,11,1,28,1
2018,1,3,3,1,7,205,5015,2,11,1,27,1
2018,1,3,3,1,7,205,5017,2,13,2,56,1
2018,3,1,3,1,3,122,2814,2,9,1,25,1
2018,1,1,3,1,3,122,2814,2,15,1,27,0
2018,1,1,3,1,3,122,2815,2,10,1,25,1
2018,2,3,3,1,3,122,2814,2,10,1,27,1
2018,1,3,3,1,3,122,2814,2,14,1,26,1
2018,1,3,3,1,3,122,2814,2,10,1,26,0
2018,1,3,3,1,3,122,2814,2,14,1,27,0
2018,1,3,3,1,1,1,20,1,1,2,21,0
2018,1,3,3,1,1,1,19,1,8,2,23,1
2018,1,3,3,1,1,1,21,1,8,1,25,0
2018,1,3,3,2,1,2,33,1,1,2,24,1
2018,1,3,3,1,1,2,44,1,8,2,22,1
2018,1,3,3,1,1,2,33,1,8,1,24,0
2018,1,3,3,1,2,9,155,1,1,1,24,1
2018,1,3,3,1,2,9,156,1,1,1,24,1
2018,1,3,3,2,2,9,89,1,9,1,65,1
2018,1,3,3,1,2,9,111,1,9,1,24,0
2018,1,3,3,1,2,9,114,1,9,1,24,1
2018,1,3,3,1,2,9,137,1,8,2,22,0
2018,1,3,3,1,2,9,208,1,8,1,23,0
2018,1,3,3,1,2,9,105,1,8,1,23,0
2018,1,3,3,1,2,9,184,1,5,2,27,0
2018,1,3,3,1,2,9,89,1,15,2,23,0
2018,1,3,3,1,2,9,188,1,14,1,23,1
2018,1,3,3,1,2,9,214,1,3,2,21,1
2018,1,3,3,1,2,9,105,1,7,1,25,0
2018,1,3,3,1,2,9,123,1,16,1,25,1
2018,1,3,3,2,2,10,271,1,1,1,24,0
2018,1,3,3,1,2,10,239,1,9,1,25,1
2018,1,3,3,1,2,10,217,1,8,2,22,1
2018,1,3,3,1,2,10,232,1,8,2,22,1
2018,1,3,3,1,2,10,223,1,2,2,22,0
2018,1,3,3,1,2,10,219,1,13,2,25,1
2018,1,3,3,1,2,11,284,1,1,2,22,1
2018,1,3,3,1,2,11,284,1,8,2,22,1
2018,1,3,3,1,2,11,295,1,8,1,26,0
2018,1,3,3,1,2,11,284,1,4,2,22,1
2018,1,3,3,1,2,11,310,1,11,2,21,0
2018,1,3,3,2,2,12,329,1,1,1,25,1
2018,1,3,3,1,2,12,329,1,1,1,23,1
2018,1,3,3,1,2,12,331,1,8,1,22,1
2018,1,3,3,1,2,12,323,1,4,1,24,1
2018,1,3,3,1,2,12,319,1,13,1,25,1
2018,1,3,3,2,2,14,341,1,1,1,23,1
2018,1,3,3,1,2,14,341,1,8,2,21,0
2018,1,3,3,1,2,14,341,1,8,1,25,1
2018,1,3,3,1,2,14,366,1,8,1,72,1
2018,1,3,2,2,2,14,344,1,8,2,39,1
2018,1,3,3,2,2,14,406,1,14,2,68,0
2018,1,3,3,1,2,14,350,1,3,1,26,1
2018,1,3,3,1,2,14,341,1,3,2,21,0
2018,1,3,6,2,2,14,372,1,3,1,30,1
2018,1,3,3,1,2,14,341,1,13,2,59,0
2018,1,3,3,1,2,14,349,1,12,1,24,1
2018,1,3,3,1,2,15,413,1,1,2,21,1
2018,1,3,3,1,2,15,418,1,8,2,21,1
2018,1,2,3,1,2,17,462,1,9,1,26,1
2018,1,3,3,1,2,17,446,1,8,2,21,0
2018,1,3,3,1,2,17,446,1,11,2,24,0
2018,1,2,3,1,2,17,436,1,13,1,25,0
2018,1,3,3,2,3,19,500,1,1,2,23,1
2018,1,2,3,1,3,19,505,1,9,2,22,1
2018,1,3,5,2,3,19,501,1,8,2,25,1
2018,1,3,3,1,3,19,497,1,8,2,22,1
2018,1,3,3,1,3,19,500,1,8,2,23,1
2018,1,3,3,1,3,19,495,1,8,2,22,1
2018,1,3,3,1,3,19,497,1,8,2,22,0
2018,1,3,5,2,3,19,501,1,10,2,24,1
2018,1,3,5,2,3,19,501,1,15,2,26,1
2018,1,3,5,2,3,19,508,1,14,1,27,1
2018,1,3,3,1,3,19,515,1,14,1,38,1
2018,1,3,3,1,3,19,500,1,6,2,27,0
2018,1,3,3,1,3,19,497,1,6,2,21,1
2018,1,3,3,1,3,19,500,1,13,2,22,1
2018,1,3,3,1,4,22,548,1,8,1,27,1
2018,1,3,3,1,4,22,535,1,8,2,23,0
2018,1,2,3,1,4,22,536,1,15,1,25,0
2018,1,3,3,1,4,22,556,1,3,1,25,1
2018,1,3,3,1,4,25,591,1,1,1,25,1
2018,1,3,5,2,4,25,590,1,8,1,28,1
2018,1,3,3,1,4,25,591,1,8,1,27,1
2018,1,3,3,1,4,25,591,1,8,1,24,1
2018,1,3,3,1,4,25,594,1,5,1,24,1
2018,1,2,3,1,4,25,590,1,14,1,24,1
2018,1,3,3,1,4,25,591,1,3,1,24,1
2018,1,3,3,1,4,27,616,1,5,1,25,1
2018,1,3,2,1,4,27,616,1,5,1,24,1
2018,1,3,3,1,4,27,624,1,5,1,24,0
2018,1,3,2,1,4,27,618,1,14,1,24,1
2018,1,3,3,1,4,29,643,1,1,1,23,0
2018,1,3,3,1,4,29,645,1,8,1,26,1
2018,1,3,2,2,4,29,682,1,8,1,28,1
2018,1,3,3,1,4,29,643,1,5,1,27,1
2018,1,2,3,1,4,29,647,1,10,1,25,0
2018,1,3,3,1,4,29,652,1,10,1,25,1
2018,1,3,3,1,4,29,666,1,15,1,24,1
2018,1,3,3,1,4,29,674,1,15,1,25,1
2018,1,3,3,1,4,29,674,1,15,1,26,1
2018,1,3,3,1,4,29,640,1,3,1,25,1
2018,1,3,3,2,4,29,640,1,3,1,24,0
2018,1,3,3,1,4,29,640,1,3,1,22,1
2018,1,3,3,1,4,29,651,1,3,1,27,1
2018,1,3,3,1,4,29,640,1,2,1,22,1
2018,1,3,3,1,4,29,656,1,6,1,23,1
2018,1,3,3,1,4,31,694,1,9,1,25,1
2018,1,3,3,2,4,31,694,1,8,1,25,1
2018,1,3,3,1,4,31,700,1,8,1,24,1
2018,1,3,3,1,4,31,694,1,8,1,23,1
2018,1,3,3,1,4,31,707,1,8,1,23,1
2018,1,3,3,1,4,31,694,1,8,1,27,1
2018,1,3,3,1,4,31,692,1,11,1,25,1
2018,1,3,3,1,4,31,694,1,2,1,25,0
2018,1,3,3,1,4,31,694,1,6,1,25,1
2018,1,3,5,2,4,31,698,1,6,1,30,1
2018,1,3,3,1,4,31,694,1,6,1,29,1
2018,1,3,3,1,4,31,712,1,13,1,26,1
2018,1,3,3,1,4,31,712,1,13,1,23,0
2018,1,3,3,2,4,31,694,1,12,1,26,1
2018,1,3,3,1,4,32,714,1,1,1,26,1
2018,1,3,3,1,4,32,714,1,8,1,25,1
2018,1,3,3,1,4,32,714,1,8,1,25,1
2018,1,3,3,1,4,32,714,1,8,1,24,1
2018,1,3,3,2,4,32,718,1,5,1,25,1
2018,1,2,3,1,4,32,717,1,10,1,24,1
2018,1,3,3,1,4,32,721,1,10,1,25,1
2018,1,3,3,1,4,32,714,1,2,1,26,0
2018,1,3,3,1,4,33,747,1,1,1,23,1
2018,1,3,3,1,4,33,744,1,1,1,25,1
2018,1,3,3,1,4,33,737,1,8,1,24,1
2018,1,3,3,2,4,33,756,1,8,1,25,0
2018,1,3,3,1,4,33,744,1,8,1,25,1
2018,1,3,3,1,4,33,759,1,8,1,28,0
2018,1,3,3,1,4,33,752,1,4,1,25,0
2018,1,2,3,1,4,33,741,1,11,1,23,1
2018,1,3,3,1,4,33,764,1,15,1,25,1
2018,1,3,3,1,4,33,740,1,3,1,23,1
2018,1,3,3,1,4,33,745,1,3,2,23,1
2018,1,3,3,1,4,33,745,1,3,1,24,1
2018,1,3,3,1,4,33,745,1,3,1,25,1
2018,1,3,3,1,4,33,744,1,2,1,21,0
2018,1,3,3,1,4,35,774,1,6,1,32,1
2018,1,3,3,1,4,39,823,1,5,2,23,1
2018,1,3,3,2,4,39,805,1,5,1,26,1
2018,1,3,3,1,4,39,815,1,17,1,27,1
2018,1,3,3,1,4,39,799,1,10,1,24,0
2018,1,3,3,1,4,39,833,1,3,1,24,1
2018,1,3,3,1,4,39,816,1,6,2,22,0
2018,1,3,1,2,4,39,808,1,6,1,45,1
2018,1,3,3,1,4,40,839,1,1,2,22,1
2018,1,3,3,1,4,40,847,1,8,2,22,0
2018,1,3,3,1,4,40,835,1,8,1,25,1
2018,1,3,3,1,4,40,849,1,8,2,26,1
2018,1,3,3,1,4,40,852,1,8,2,23,0
2018,1,3,3,1,4,40,843,1,8,1,26,1
2018,1,3,3,1,4,40,857,1,13,1,25,0
2018,1,3,3,1,4,41,876,1,1,1,24,1
2018,1,3,3,1,4,41,882,1,1,1,25,1
2018,1,3,5,2,4,41,876,1,1,1,27,1
2018,1,3,3,1,4,41,877,1,1,1,24,1
2018,1,3,3,1,4,41,877,1,1,1,30,1
2018,1,2,3,1,4,41,877,1,9,1,28,1
2018,1,3,3,1,4,41,896,1,9,1,27,0
2018,1,3,3,1,4,41,877,1,8,1,23,1
2018,1,3,3,2,4,41,877,1,8,1,27,1
2018,1,3,3,1,4,41,885,1,8,1,25,1
2018,1,3,3,1,4,41,897,1,8,1,26,0
2018,1,3,2,2,4,41,882,1,8,2,23,1
2018,1,3,3,1,4,41,882,1,5,1,26,0
2018,1,3,3,1,4,41,899,1,10,1,23,1
2018,1,3,3,1,4,41,865,1,6,1,24,0
2018,1,3,3,1,4,41,895,1,12,1,22,1
2018,1,3,3,1,4,41,882,1,12,1,25,0
2018,1,3,3,1,4,44,951,1,8,1,24,1
2018,1,3,3,1,4,44,956,1,15,1,27,1
2018,1,3,5,2,4,44,955,1,6,1,32,1
2018,1,3,1,2,4,45,979,1,9,1,22,1
2018,1,3,3,1,5,48,1011,1,8,1,24,1
2018,1,3,3,1,5,48,1015,1,4,1,24,1
2018,1,3,3,1,5,48,1013,1,11,2,23,0
2018,1,3,3,1,5,48,1019,1,10,2,22,1
2018,1,3,3,1,5,50,1039,1,8,2,26,0
2018,1,3,3,1,5,50,1039,1,5,2,22,1
2018,1,3,2,2,5,50,1040,1,7,1,29,1
2018,1,3,3,1,5,50,1040,1,7,1,24,0
2018,1,3,3,2,5,50,1036,1,6,1,26,1
2018,1,3,3,2,5,52,1057,1,1,2,23,0
2018,1,3,3,1,5,52,1057,1,1,2,22,1
2018,1,3,5,2,5,52,1062,1,1,2,24,1
2018,1,3,3,1,5,52,1072,1,8,1,24,1
2018,1,3,5,2,5,52,1136,1,8,2,46,1
2018,1,3,3,1,5,52,1067,1,4,1,25,1
2018,1,2,3,1,5,52,1075,1,15,1,25,0
2018,1,3,3,1,5,52,1127,1,3,2,59,0
2018,1,3,3,1,5,52,1090,1,3,2,41,1
2018,1,3,3,1,5,52,1080,1,3,2,22,1
2018,1,3,3,1,5,52,1057,1,2,1,23,1
2018,1,3,3,1,5,52,1057,1,6,2,21,1
2018,1,3,3,1,5,52,1057,1,12,1,27,0
2018,1,3,3,1,6,55,1147,1,1,2,25,1
2018,1,3,5,2,6,55,1146,1,5,1,30,1
2018,1,3,3,1,6,55,1150,1,15,2,23,1
2018,1,3,3,1,6,55,1147,1,2,2,24,1
2018,1,3,3,1,6,55,1150,1,7,2,24,1
2018,1,3,6,2,6,55,1147,1,6,2,32,1
2018,1,3,3,1,6,55,1149,1,12,2,49,1
2018,1,3,3,1,6,56,1158,1,9,2,23,1
2018,1,3,6,2,6,56,1169,1,8,1,36,1
2018,1,3,3,1,6,56,1158,1,8,2,25,1
2018,1,3,5,2,6,56,1168,1,4,1,27,1
2018,1,3,3,1,6,56,1154,1,4,1,24,0
2018,1,3,3,1,6,56,1152,1,3,1,24,0
2018,1,3,5,2,6,56,1157,1,3,1,26,1
2018,1,3,3,1,6,56,1158,1,3,2,24,0
2018,1,3,3,1,6,56,1156,1,12,2,26,1
2018,1,3,3,1,6,57,1180,1,9,2,22,1
2018,1,3,3,1,6,57,1180,1,8,2,23,1
2018,1,3,3,1,6,57,1182,1,8,2,23,1
2018,1,3,3,1,6,57,1180,1,8,2,23,1
2018,1,3,5,2,6,57,1188,1,4,2,25,1
2018,1,3,3,1,6,57,1185,1,11,2,23,1
2018,1,3,3,1,6,57,1182,1,14,2,22,1
2018,1,3,3,1,6,57,1180,1,3,1,26,1
2018,1,3,3,1,6,57,1180,1,2,2,26,1
2018,1,3,5,2,6,57,1181,1,6,2,26,0
2018,1,3,3,1,6,57,1180,1,16,2,25,0
2018,1,3,3,1,6,58,1213,1,9,1,29,1
2018,1,3,3,1,6,58,1203,1,3,2,23,0
2018,1,3,3,1,6,59,1216,1,1,2,22,1
2018,1,3,3,1,6,59,1219,1,9,1,27,1
2018,1,3,3,1,6,59,1219,1,2,1,23,1
2018,1,3,3,1,7,60,1231,1,1,1,24,1
2018,1,3,3,1,7,60,1229,1,1,2,24,0
2018,1,3,5,2,7,60,1237,1,1,2,23,1
2018,1,1,3,1,7,60,1231,1,8,2,23,1
2018,1,3,3,1,7,60,1234,1,5,2,25,1
2018,1,3,3,1,7,60,1230,1,2,2,22,0
2018,1,3,5,2,7,61,1243,1,1,2,23,0
2018,1,3,3,1,7,61,1244,1,1,2,22,0
2018,1,3,3,1,7,61,1241,1,8,2,27,1
2018,1,3,3,1,7,61,1256,1,8,2,24,0
2018,1,3,3,1,7,61,1245,1,8,1,25,1
2018,1,3,3,1,7,61,1245,1,8,2,23,0
2018,1,3,3,1,7,62,1261,1,1,2,22,1
2018,1,3,3,1,7,62,1262,1,3,2,21,1
2018,1,3,3,1,7,62,1276,1,3,2,21,0
2018,1,3,3,1,7,63,1340,1,1,1,26,0
2018,1,3,3,2,7,63,1302,1,1,1,22,0
2018,1,3,3,1,7,63,1321,1,1,1,25,1
2018,1,3,3,1,7,63,1320,1,8,2,24,0
2018,1,3,3,1,7,63,1320,1,8,2,21,1
2018,1,3,3,1,7,63,1343,1,8,2,22,1
2018,1,3,3,1,7,63,1354,1,8,1,24,1
2018,1,3,5,2,7,63,1301,1,8,1,26,1
2018,1,3,3,1,7,63,1302,1,8,2,23,1
2018,1,3,3,1,7,63,1300,1,4,1,26,1
2018,1,3,3,1,7,63,1294,1,3,1,25,0
2018,1,3,3,1,7,63,1325,1,3,1,24,1
2018,1,3,3,1,7,63,1336,1,2,1,26,0
2018,1,3,3,1,7,63,1336,1,2,2,21,0
2018,1,3,3,1,7,63,1293,1,2,2,22,1
2018,1,3,3,1,7,63,1338,1,2,2,22,0
2018,1,3,3,1,7,66,1436,1,1,2,22,1
2018,1,3,5,1,7,66,1456,1,8,1,26,1
2018,1,3,5,1,7,66,1422,1,8,2,29,0
2018,1,3,3,1,7,66,1410,1,8,1,25,1
2018,1,3,3,1,7,66,1416,1,8,1,21,0
2018,1,3,5,1,7,66,1420,1,17,1,25,1
2018,1,3,5,1,7,66,1420,1,17,2,23,1
2018,1,3,3,1,7,66,1433,1,17,1,26,1
2018,1,3,3,1,7,67,1467,1,8,2,23,1
2018,1,3,2,2,7,67,1459,1,2,2,22,1
2018,1,3,3,1,7,67,1493,1,2,2,21,0
2018,1,3,3,1,7,69,1544,1,9,2,22,1
2018,1,3,3,2,7,69,1581,1,15,1,26,1
2018,1,3,3,1,7,69,1560,1,3,1,26,0
2018,1,3,3,1,7,69,1528,1,16,2,22,1
2018,1,3,3,1,7,72,1600,1,8,2,23,1
2018,1,3,3,1,7,72,1629,1,8,1,24,1
2018,1,3,3,1,7,72,1603,1,3,2,22,1
2018,1,3,5,1,7,73,1637,1,8,2,26,1
2018,1,3,3,1,7,73,1653,1,8,1,28,1
2018,1,3,3,1,7,73,1634,1,8,1,23,1
2018,1,3,3,1,7,73,1641,1,11,1,22,0
2018,1,3,3,1,7,73,1641,1,11,2,21,0
2018,1,3,3,1,7,73,1635,1,12,2,22,1
2018,1,1,3,1,3,78,2837,3,1,2,23,0
2018,1,1,3,1,3,78,2842,3,1,1,23,0
2018,1,1,3,1,3,78,2845,3,1,2,24,1
2018,1,1,3,1,3,78,2843,3,9,2,24,1
2018,3,1,3,1,3,78,2837,3,8,1,25,1
2018,3,1,3,1,3,78,2845,3,8,2,25,1
2018,1,1,3,1,3,78,2859,3,11,2,23,1
2018,1,1,3,1,3,78,2846,3,10,2,32,1
2018,1,1,3,1,3,78,2841,3,3,1,24,1
2018,1,1,3,1,1,86,1727,2,1,2,25,1
2018,1,3,3,1,1,86,1723,2,1,2,26,1
2018,1,3,3,1,1,86,1723,2,1,2,25,0
2018,1,3,3,1,1,86,1723,2,1,1,26,1
2018,1,3,3,1,1,86,1723,2,1,2,26,0
2018,1,3,3,1,1,86,1724,2,1,2,26,1
2018,1,3,3,1,1,86,1723,2,1,1,24,0
2018,1,3,3,1,1,86,1723,2,1,2,24,1
2018,1,3,3,1,1,86,1723,2,1,1,27,0
2018,1,3,3,1,1,86,1744,2,1,2,25,0
2018,1,3,3,1,1,86,1723,2,1,1,28,1
2018,1,1,3,1,1,86,1723,2,9,2,26,1
2018,1,3,3,1,1,86,1723,2,8,2,28,1
2018,1,3,3,1,1,86,1723,2,8,1,30,1
2018,1,3,3,1,1,86,1723,2,8,1,29,0
2018,1,3,3,1,1,86,1723,2,8,2,23,1
2018,2,3,3,1,1,86,1723,2,17,1,28,1
2018,3,3,3,1,1,86,1725,2,11,2,25,1
2018,3,3,3,1,1,86,1729,2,11,2,24,1
2018,1,1,3,1,1,86,1723,2,10,2,24,1
2018,2,3,3,1,1,86,1740,2,10,2,25,1
2018,2,3,3,1,1,86,1740,2,10,2,24,0
2018,1,3,3,1,1,86,1729,2,14,2,25,1
2018,1,3,3,1,1,86,1724,2,3,1,29,1
2018,1,3,3,1,1,86,1724,2,3,2,25,1
2018,1,3,3,1,1,86,1723,2,2,2,25,1
2018,1,3,3,1,1,86,1724,2,7,1,26,1
2018,1,3,3,1,1,87,1745,2,1,2,31,0
2018,1,3,3,1,1,87,1750,2,8,1,28,1
2018,1,3,3,1,1,87,1750,2,4,1,27,0
2018,1,3,3,1,1,87,1745,2,10,2,30,0
2018,1,2,3,1,1,88,1793,2,1,2,24,1
2018,1,3,3,1,1,88,1789,2,1,2,25,0
2018,1,3,3,1,1,88,1778,2,1,2,26,0
2018,1,3,3,1,1,88,1801,2,1,1,28,1
2018,1,3,3,1,1,88,1794,2,11,2,25,1
2018,1,1,3,1,1,88,1771,2,10,1,27,1
2018,1,1,3,1,1,88,1782,2,14,1,27,0
2018,1,1,3,1,1,88,1779,2,3,2,27,1
2018,1,3,3,1,1,89,1815,2,1,1,28,0
